"prodID";"prodName";"compID";"compName";"gender";"category";"size";"occasion";"material";"weight";"repeatable";"made";"warranty";"price"
1268;"Unique Sparkly Delicate Bracelet";226;"Gorczany-Tromp LLC";"Male";"Bracelet";136;"Baby Shower";"Diamonds";10;"No";"Machine";"Yes";2474
1269;"Beautiful Snag-Free Hairpin";226;"Gorczany-Tromp LLC";"Male";"Hairpin";46;"Promotion";"Ruthenium";17;"No";"Machine";"No";2805
1270;"Waterproof Gold-Filled Plated Ring";226;"Gorczany-Tromp LLC";"Female";"Ring";4;"Thank You";"Onyx";8;"Yes";"Handmade";"Yes";5093
1271;"Beaded Smoky Watch";227;"Gorczany-Mraz Group";"Male";"Watch";47;"Graduation";"Aquamarines";4;"No";"Machine";"Yes";6615
1272;"Timeless Savvy Ring";227;"Gorczany-Mraz Group";"Female";"Ring";4;"Wedding";"Ruthenium";20;"No";"Machine";"No";10092
1273;"Textured Hammered Pendant";227;"Gorczany-Mraz Group";"Male";"Pendant";25;"Birthday";"Gold";8;"No";"Handmade";"No";10508
1274;"Hinged Brilliant Multistrand Circlet";227;"Gorczany-Mraz Group";"Female";"Circlet";581;"Thank You";"Gold";3;"No";"Machine";"Yes";16895
1275;"Stunning Carved Dramatic Armlet";227;"Gorczany-Mraz Group";"Male";"Armlet";178;"Just Because";"Stainless Steel";10;"Yes";"Machine";"No";844
1276;"Elegant Contemporary Necklace";227;"Gorczany-Mraz Group";"Male";"Necklace";721;"Anniversary";"White Gold";6;"Yes";"Machine";"Yes";1390
1277;"Streamlined Iridescent Tribal Watch";227;"Gorczany-Mraz Group";"Female";"Watch";34;"Graduation";"White Gold";14;"Yes";"Handmade";"No";7081
1278;"Top-Of-The-Line Complex Anklet";227;"Gorczany-Mraz Group";"Female";"Anklet";173;"Apology";"Sterling Silver";3;"Yes";"Handmade";"Yes";18568
1279;"Flattering Hand-Carved Brooch";227;"Gorczany-Mraz Group";"Male";"Brooch";48;"Apology";"Rose Gold";7;"Yes";"Machine";"No";12880
1280;"Gunmetal Studded Brooch";228;"Purdy-Baumbach and Co";"Female";"Brooch";40;"Surgery";"Diamonds";2;"Yes";"Machine";"Yes";6044
1281;"Funky Exotic Engraved Anklet";228;"Purdy-Baumbach and Co";"Female";"Anklet";151;"Engagement";"White Gold";16;"No";"Machine";"No";16470
1282;"Professional One-Of-A-Kind Necklace";228;"Purdy-Baumbach and Co";"Female";"Necklace";825;"Engagement";"Sapphires";11;"No";"Handmade";"No";22826
1283;"Artisanal Finely Detailed Circlet";229;"Emmerich Inc PLC";"Male";"Circlet";590;"Anniversary";"Titanium";13;"Yes";"Handmade";"Yes";5645
1284;"Inlaid Sparkling Studded Pin";229;"Emmerich Inc PLC";"Female";"Pin";28;"Promotion";"Silk";17;"Yes";"Handmade";"No";15421
1285;"Princess-Cut Metallic Top-Of-The-Line Hairpin";230;"Witting Ryan and McDermott";"Male";"Hairpin";45;"Wedding";"Silk";16;"No";"Handmade";"No";23338
1286;"Comfy Designer Slender Bracelet";230;"Witting Ryan and McDermott";"Female";"Bracelet";195;"Engagement";"Silk";6;"Yes";"Handmade";"No";21114
1287;"Large Gold-Toned Belly chain";230;"Witting Ryan and McDermott";"Male";"Belly chain";586;"Birthday";"Crystal";18;"Yes";"Machine";"No";2097
1288;"Attention-Getting Finely Detailed Earrings";230;"Witting Ryan and McDermott";"Female";"Earrings";8;"Anniversary";"Pearls";15;"No";"Machine";"No";11056
1289;"Simple Graceful Amulet";230;"Witting Ryan and McDermott";"Female";"Amulet";19;"Holiday";"Pearls";9;"Yes";"Machine";"Yes";8890
1290;"Hinged Precise Casual Charm";230;"Witting Ryan and McDermott";"Male";"Charm";30;"Wedding";"Crystal";16;"Yes";"Handmade";"Yes";5082
1291;"Individualist Artisanal Bracelet";231;"Heaney-Considine Ltd";"Female";"Bracelet";168;"Surgery";"Silk";3;"Yes";"Handmade";"Yes";18055
1292;"Chunky Small Comfy Armlet";231;"Heaney-Considine Ltd";"Female";"Armlet";132;"Graduation";"Gold";19;"Yes";"Handmade";"No";12203
1293;"Fine Snag-Free Cutting-Edge Earrings";231;"Heaney-Considine Ltd";"Male";"Earrings";3;"Apology";"Platinum";6;"No";"Handmade";"Yes";12174
1294;"Detailed Designer Cuff links";232;"Cronin Halvorson and Mohr and Sons";"Female";"Cuff links";49;"Holiday";"Lacquer";10;"Yes";"Machine";"No";4823
1295;"Rough-Cut Edgy Locket";233;"Mitchell and Sons";"Male";"Locket";38;"Surgery";"Turquoise";14;"No";"Handmade";"Yes";12873
1296;"Delicate Marbled Faceted Anklet";233;"Mitchell and Sons";"Male";"Anklet";146;"Baby Shower";"Rose Gold";5;"No";"Machine";"No";8568
1297;"Classic Top-Of-The-Line Circlet";233;"Mitchell and Sons";"Female";"Circlet";518;"Engagement";"Silk";19;"Yes";"Handmade";"Yes";18601
1298;"Wooden Brilliant Solid Cuff links";233;"Mitchell and Sons";"Male";"Cuff links";17;"Birthday";"Crystal";1;"No";"Handmade";"Yes";10516
1299;"Polished Solid Brilliant Ring";233;"Mitchell and Sons";"Female";"Ring";12;"Baby Shower";"Tanzanites";4;"Yes";"Machine";"Yes";15116
1300;"Two-Tone Sporty Dependable Ring";233;"Mitchell and Sons";"Male";"Ring";6;"Promotion";"Diamonds";19;"No";"Machine";"No";4828
1301;"Sparkly Exotic Watch";234;"Hettinger Abshire and Crist LLC";"Male";"Watch";35;"Promotion";"Aquamarines";5;"Yes";"Handmade";"No";1543
1302;"Sporty Minimalist Chunky Necklace";234;"Hettinger Abshire and Crist LLC";"Female";"Necklace";618;"Engagement";"Platinum";7;"No";"Machine";"No";17609
1303;"Sparkling Brilliant Ring";234;"Hettinger Abshire and Crist LLC";"Male";"Ring";5;"Anniversary";"Diamonds";10;"Yes";"Machine";"No";4528
1304;"Nickel-Free Rocker-Style Bracelet";234;"Hettinger Abshire and Crist LLC";"Male";"Bracelet";146;"Graduation";"Onyx";1;"Yes";"Machine";"No";4818
1305;"Artisanal Versatile Watch";234;"Hettinger Abshire and Crist LLC";"Female";"Watch";46;"Anniversary";"Tanzanites";20;"Yes";"Machine";"Yes";15568
1306;"Savvy Smooth Hairpin";234;"Hettinger Abshire and Crist LLC";"Male";"Hairpin";14;"Holiday";"Turquoise";19;"Yes";"Handmade";"No";5100
1307;"Multistrand Dependable Trendsetting Pendant";234;"Hettinger Abshire and Crist LLC";"Female";"Pendant";41;"Apology";"Silk";10;"No";"Handmade";"No";44232
1308;"Wooden Beautiful Bracelet";234;"Hettinger Abshire and Crist LLC";"Female";"Bracelet";201;"Apology";"Turquoise";1;"Yes";"Machine";"No";10028
1309;"Cute Hand-Hammered Pin";234;"Hettinger Abshire and Crist LLC";"Female";"Pin";22;"Anniversary";"Colored Gemstones";15;"No";"Handmade";"No";9429
1310;"Smooth Detailed Armlet";235;"Swift and Daugherty Ltd";"Female";"Armlet";136;"Holiday";"Titanium";10;"No";"Handmade";"No";11954
1311;"Pierced Complex Unique Ring";235;"Swift and Daugherty Ltd";"Female";"Ring";4;"Graduation";"Silk";7;"No";"Handmade";"Yes";20125
1312;"Reflective Structural Cuff links";235;"Swift and Daugherty Ltd";"Male";"Cuff links";22;"Promotion";"Onyx";2;"Yes";"Machine";"No";2846
1313;"Durable Artisan Cutting-Edge Necklace";235;"Swift and Daugherty Ltd";"Male";"Necklace";704;"Just Because";"Ruthenium";11;"No";"Handmade";"No";8007
1314;"Flexible Multi-Faceted Scratch-Resistant Cuff links";235;"Swift and Daugherty Ltd";"Male";"Cuff links";35;"Graduation";"Stainless Steel";18;"Yes";"Handmade";"Yes";5662
1315;"Classic Charming Faceted Amulet";236;"Breitenberg LLC and Co";"Male";"Amulet";36;"Just Because";"Lacquer";9;"Yes";"Machine";"No";2155
1316;"Vintage Etched Belly chain";236;"Breitenberg LLC and Co";"Male";"Belly chain";573;"Apology";"Lacquer";16;"No";"Machine";"Yes";10862
1317;"Genuine Fancy Hairpin";236;"Breitenberg LLC and Co";"Male";"Hairpin";37;"Anniversary";"Crystal";15;"No";"Machine";"Yes";9598
1318;"Semi-Translucent Glittering Colorful Bracelet";236;"Breitenberg LLC and Co";"Female";"Bracelet";207;"Engagement";"Platinum";7;"Yes";"Handmade";"No";10118
1319;"Hand-Finished Prismatic Costume Anklet";236;"Breitenberg LLC and Co";"Female";"Anklet";225;"Anniversary";"Lacquer";11;"Yes";"Handmade";"Yes";8984
1320;"Kiln-Fired Fine Premium-Grade Anklet";236;"Breitenberg LLC and Co";"Male";"Anklet";167;"Birthday";"Turquoise";18;"No";"Machine";"No";8436
1321;"Adjustable Versatile One-Of-A-Kind Armlet";236;"Breitenberg LLC and Co";"Female";"Armlet";177;"Wedding";"Stainless Steel";17;"Yes";"Machine";"Yes";9904
1322;"Cut-Out Elegant Locket";236;"Breitenberg LLC and Co";"Male";"Locket";13;"Thank You";"Diamonds";20;"Yes";"Machine";"Yes";1980
1323;"Sparkling Scratch-Resistant Simple Anklet";236;"Breitenberg LLC and Co";"Male";"Anklet";188;"Wedding";"Gold";18;"No";"Machine";"Yes";9080
1324;"Rocker-Style Contemporary Necklace";236;"Breitenberg LLC and Co";"Male";"Necklace";499;"Surgery";"Crystal";3;"Yes";"Machine";"No";462
1325;"Chunky Beaded Smooth Hairpin";237;"Fisher Hettinger and O'Hara";"Male";"Hairpin";37;"Wedding";"Diamonds";19;"Yes";"Handmade";"Yes";2696
1326;"Keepsake Stunning Tribal Watch";238;"Kertzmann-White Group";"Male";"Watch";44;"Apology";"Gold";7;"No";"Handmade";"Yes";8430
1327;"Teardrop Semi-Translucent Original Pendant";238;"Kertzmann-White Group";"Male";"Pendant";44;"Anniversary";"Aquamarines";19;"Yes";"Handmade";"Yes";5698
1328;"Smoky Round-Cut Belly chain";238;"Kertzmann-White Group";"Female";"Belly chain";592;"Birthday";"Lacquer";11;"No";"Handmade";"No";7697
1329;"Versatile Top-Of-The-Line Sparkly Anklet";238;"Kertzmann-White Group";"Male";"Anklet";139;"Graduation";"Turquoise";16;"Yes";"Machine";"Yes";1635
1330;"Stylish Designer Brooch";238;"Kertzmann-White Group";"Male";"Brooch";17;"Graduation";"Sterling Silver";14;"Yes";"Handmade";"Yes";2137
1331;"Floral Charming Hairpin";238;"Kertzmann-White Group";"Male";"Hairpin";35;"Holiday";"Silk";15;"No";"Machine";"No";12371
1332;"Exceptional Multi-Faceted Inlaid Charm";239;"Zemlak Swift and Kutch";"Female";"Charm";43;"Wedding";"Sapphires";2;"No";"Machine";"No";18571
1333;"Pierced Chunky Semi-Translucent Ring";239;"Zemlak Swift and Kutch";"Male";"Ring";7;"Baby Shower";"Silk";7;"No";"Machine";"Yes";20079
1334;"Engraved Gunmetal Necklace";239;"Zemlak Swift and Kutch";"Female";"Necklace";607;"Apology";"Gold";11;"No";"Handmade";"Yes";28772
1335;"Waterproof Hinged Casual Anklet";239;"Zemlak Swift and Kutch";"Male";"Anklet";181;"Birthday";"Silk";19;"No";"Machine";"No";18730
1336;"Complex Sale-Priced Edgy Necklace";239;"Zemlak Swift and Kutch";"Female";"Necklace";461;"Just Because";"Colored Diamonds";4;"Yes";"Handmade";"No";15048
1337;"Hammered Sleek Sporty Bracelet";239;"Zemlak Swift and Kutch";"Male";"Bracelet";138;"Thank You";"Stainless Steel";4;"No";"Machine";"Yes";9005
1338;"Unique Radiant Solid Cuff links";239;"Zemlak Swift and Kutch";"Male";"Cuff links";15;"Just Because";"Pearls";8;"Yes";"Handmade";"Yes";5468
1339;"Set Rough-Cut Belly chain";239;"Zemlak Swift and Kutch";"Female";"Belly chain";569;"Anniversary";"Turquoise";19;"No";"Machine";"Yes";9464
1340;"Versatile Original Artisan Earrings";239;"Zemlak Swift and Kutch";"Male";"Earrings";4;"Thank You";"Stainless Steel";4;"Yes";"Handmade";"Yes";3140
1341;"Sporty Classic Pendant";240;"Hyatt Lang and Runolfsdottir PLC";"Female";"Pendant";28;"Graduation";"Pearls";11;"No";"Machine";"Yes";9374
1342;"Artisanal Casual Watch";240;"Hyatt Lang and Runolfsdottir PLC";"Female";"Watch";33;"Anniversary";"Colored Diamonds";10;"No";"Handmade";"No";12168
1343;"Engineered Corrosion-Resistant Rust-Resistant Hairpin";241;"Kulas Inc";"Male";"Hairpin";17;"Wedding";"Titanium";19;"Yes";"Machine";"Yes";1674
1344;"One-Of-A-Kind Sophisticated Armlet";241;"Kulas Inc";"Male";"Armlet";192;"Promotion";"Ruthenium";3;"Yes";"Handmade";"Yes";3677
1345;"Intricate Antique Amulet";241;"Kulas Inc";"Female";"Amulet";13;"Engagement";"Gold";12;"Yes";"Handmade";"No";6767
1346;"Marbled Silver-Tone Circlet";241;"Kulas Inc";"Male";"Circlet";631;"Anniversary";"Lacquer";14;"No";"Handmade";"No";8223
1347;"Exotic Shimmering Ring";241;"Kulas Inc";"Male";"Ring";4;"Promotion";"Turquoise";12;"Yes";"Machine";"Yes";665
1348;"Individualist Stunning Locket";241;"Kulas Inc";"Female";"Locket";35;"Surgery";"Sapphires";8;"Yes";"Machine";"No";6315
1349;"Two-Tone Minimalist Anklet";241;"Kulas Inc";"Male";"Anklet";164;"Birthday";"Platinum";14;"No";"Handmade";"Yes";5021
1350;"Designer Hot Gorgeous Necklace";241;"Kulas Inc";"Female";"Necklace";765;"Just Because";"Tanzanites";2;"No";"Handmade";"Yes";10805
1351;"Contemporary Fine Opaque Pendant";241;"Kulas Inc";"Male";"Pendant";30;"Promotion";"Ruthenium";12;"Yes";"Machine";"No";3212
1352;"Premium-Grade Kiln-Fired Belly chain";242;"Streich-Bahringer Inc";"Male";"Belly chain";567;"Holiday";"Gold";14;"No";"Machine";"Yes";9054
1353;"Decorative Crackled Anklet";243;"Bode Runolfsson and Lemke and Co";"Female";"Anklet";175;"Anniversary";"Colored Gemstones";1;"No";"Machine";"Yes";18238
1354;"Pierced Nickel-Free Hand-Hammered Hairpin";243;"Bode Runolfsson and Lemke and Co";"Female";"Hairpin";15;"Wedding";"Gold";3;"No";"Machine";"Yes";15866
1355;"Flawless Inlaid Watch";243;"Bode Runolfsson and Lemke and Co";"Male";"Watch";36;"Graduation";"Colored Diamonds";12;"Yes";"Handmade";"Yes";14140
1356;"Striking Beautiful Circlet";243;"Bode Runolfsson and Lemke and Co";"Female";"Circlet";526;"Graduation";"Turquoise";13;"No";"Machine";"Yes";12973
1357;"Encased Hand-Hammered Locket";243;"Bode Runolfsson and Lemke and Co";"Female";"Locket";35;"Baby Shower";"Ruthenium";20;"No";"Machine";"No";15996
1358;"Coordinating Precious Watch";244;"Schroeder LLC";"Female";"Watch";50;"Baby Shower";"Aquamarines";14;"Yes";"Handmade";"Yes";16703
1359;"Sassy Chic Hairpin";244;"Schroeder LLC";"Female";"Hairpin";36;"Graduation";"Silk";20;"No";"Handmade";"No";29394
1360;"Princess-Cut Small Watch";244;"Schroeder LLC";"Male";"Watch";48;"Thank You";"Stainless Steel";7;"Yes";"Handmade";"Yes";10970
1361;"Wardrobe-Friendly Finely Detailed Encased Amulet";244;"Schroeder LLC";"Male";"Amulet";23;"Holiday";"Onyx";15;"No";"Machine";"No";12274
1362;"Multistrand Corrosion-Resistant Top-Of-The-Line Cuff links";244;"Schroeder LLC";"Female";"Cuff links";47;"Engagement";"Ruthenium";5;"No";"Handmade";"Yes";25505
1363;"Complex Round-Cut Pin";244;"Schroeder LLC";"Male";"Pin";41;"Surgery";"Tanzanites";16;"No";"Handmade";"Yes";15270
1364;"Detailed Precious Armlet";245;"Upton and Hauck Inc";"Male";"Armlet";215;"Surgery";"Pearls";15;"No";"Machine";"No";7090
1365;"Radiant Striking Simple Pendant";245;"Upton and Hauck Inc";"Male";"Pendant";40;"Wedding";"Colored Gemstones";6;"No";"Machine";"Yes";7200
1366;"Embellished Antique Hand-Hammered Cuff links";245;"Upton and Hauck Inc";"Male";"Cuff links";36;"Baby Shower";"Onyx";3;"Yes";"Handmade";"No";3009
1367;"Unique Shimmering Charm";245;"Upton and Hauck Inc";"Male";"Charm";17;"Thank You";"Pearls";20;"Yes";"Machine";"No";11
1368;"Multistrand Lightweight Artisanal Belly chain";245;"Upton and Hauck Inc";"Male";"Belly chain";613;"Holiday";"Sapphires";1;"No";"Handmade";"Yes";9368
1369;"Wardrobe-Friendly Savvy Belly chain";245;"Upton and Hauck Inc";"Male";"Belly chain";535;"Just Because";"Colored Diamonds";17;"Yes";"Handmade";"No";3371
1370;"Costume Precise Whimsical Ring";245;"Upton and Hauck Inc";"Male";"Ring";11;"Engagement";"Ruthenium";3;"No";"Handmade";"No";2870
1371;"Adorable Dangling Pendant";245;"Upton and Hauck Inc";"Male";"Pendant";37;"Surgery";"White Gold";5;"No";"Machine";"No";2045
1372;"Sexy Cute Multistrand Belly chain";245;"Upton and Hauck Inc";"Male";"Belly chain";586;"Just Because";"Silk";17;"Yes";"Machine";"Yes";11385
1373;"Stylish Sporty Anklet";245;"Upton and Hauck Inc";"Male";"Anklet";201;"Just Because";"Silk";11;"Yes";"Machine";"No";11758
1374;"Silver Multistrand Supportive Ring";246;"Stiedemann Ltd Inc";"Male";"Ring";3;"Promotion";"Ruthenium";16;"Yes";"Handmade";"Yes";7054
1375;"Slender Casual Reliable Cuff links";246;"Stiedemann Ltd Inc";"Female";"Cuff links";27;"Apology";"Tanzanites";8;"No";"Machine";"No";21393
1376;"Scratch-Resistant Everyday Striking Watch";246;"Stiedemann Ltd Inc";"Female";"Watch";39;"Anniversary";"White Gold";6;"Yes";"Machine";"No";6577
1377;"Gunmetal Tribal Earrings";246;"Stiedemann Ltd Inc";"Male";"Earrings";7;"Anniversary";"Silk";1;"Yes";"Handmade";"No";13364
1378;"Genuine Engineered Two-Tone Pendant";246;"Stiedemann Ltd Inc";"Male";"Pendant";13;"Surgery";"Titanium";6;"Yes";"Handmade";"No";5325
1379;"Princess-Cut Water-Resistant Hairpin";246;"Stiedemann Ltd Inc";"Female";"Hairpin";32;"Graduation";"Pearls";8;"Yes";"Machine";"No";6882
1380;"Rugged Decorative Cuff links";246;"Stiedemann Ltd Inc";"Male";"Cuff links";23;"Graduation";"Stainless Steel";14;"No";"Handmade";"No";12854
1381;"Sophisticated Innovative Crackled Hairpin";247;"Beier and Sons and Co";"Male";"Hairpin";35;"Anniversary";"Silk";15;"Yes";"Machine";"Yes";14544
1382;"Slip-On Fine Designer Cuff links";247;"Beier and Sons and Co";"Female";"Cuff links";32;"Surgery";"Pearls";14;"Yes";"Machine";"Yes";6485
1383;"Inlaid Durable Elegant Amulet";247;"Beier and Sons and Co";"Male";"Amulet";50;"Wedding";"Colored Gemstones";14;"No";"Machine";"No";13017
1384;"Marbled Engraved Polished Anklet";247;"Beier and Sons and Co";"Female";"Anklet";142;"Thank You";"Pearls";1;"Yes";"Machine";"No";7866
1385;"Trendsetting Sassy Watch";247;"Beier and Sons and Co";"Male";"Watch";36;"Apology";"Onyx";19;"Yes";"Machine";"Yes";1480
1386;"Hand-Hammered Precise Cuff links";247;"Beier and Sons and Co";"Female";"Cuff links";29;"Birthday";"Crystal";4;"No";"Handmade";"No";22054
1387;"Cut-Out Sparkly Flexible Hairpin";247;"Beier and Sons and Co";"Male";"Hairpin";21;"Apology";"Silk";10;"Yes";"Handmade";"No";20810
1388;"Gold Slender Locket";247;"Beier and Sons and Co";"Female";"Locket";42;"Surgery";"Stainless Steel";4;"Yes";"Handmade";"Yes";11075
1389;"Elegant Sale-Priced Belly chain";247;"Beier and Sons and Co";"Female";"Belly chain";526;"Just Because";"Platinum";11;"No";"Machine";"No";14784
1390;"Glittering Metallic Anklet";247;"Beier and Sons and Co";"Male";"Anklet";196;"Anniversary";"Titanium";20;"Yes";"Handmade";"Yes";7845
1391;"Hinged Comfortable Armlet";248;"Carter and Huels Group";"Male";"Armlet";210;"Holiday";"Lacquer";6;"Yes";"Machine";"No";876
1392;"Stylish Adorable Prismatic Ring";248;"Carter and Huels Group";"Female";"Ring";8;"Just Because";"Onyx";18;"Yes";"Machine";"Yes";7859
1393;"Detailed Original Circlet";248;"Carter and Huels Group";"Male";"Circlet";555;"Birthday";"Platinum";2;"Yes";"Machine";"Yes";1862
1394;"Supportive Flirty Amulet";248;"Carter and Huels Group";"Male";"Amulet";14;"Surgery";"Crystal";8;"No";"Handmade";"No";11090
1395;"Preppy Dramatic Charm";249;"O'Hara Gerlach and Runte";"Male";"Charm";43;"Just Because";"Platinum";5;"No";"Machine";"No";4655
1396;"Comfortable Structural Anklet";249;"O'Hara Gerlach and Runte";"Male";"Anklet";185;"Birthday";"Pearls";18;"No";"Handmade";"Yes";10327
1397;"Reflective Premium-Grade Circlet";250;"Carroll Ltd";"Male";"Circlet";634;"Just Because";"Silk";7;"No";"Machine";"No";18246
1398;"Detailed Flirty Clustered Anklet";250;"Carroll Ltd";"Male";"Anklet";205;"Promotion";"Rose Gold";9;"Yes";"Handmade";"No";2689
1399;"Silver Bejeweled Colorful Ring";250;"Carroll Ltd";"Male";"Ring";8;"Holiday";"Silk";2;"No";"Handmade";"No";13756
1400;"Chunky Shimmering Sparkling Earrings";250;"Carroll Ltd";"Female";"Earrings";3;"Just Because";"Platinum";3;"Yes";"Handmade";"Yes";8240
1401;"Flexible Bangle-Style Detailed Cuff links";250;"Carroll Ltd";"Male";"Cuff links";43;"Wedding";"Silk";19;"Yes";"Handmade";"No";12470
1402;"Keepsake Pierced Hairpin";250;"Carroll Ltd";"Female";"Hairpin";20;"Surgery";"Sapphires";7;"No";"Machine";"No";10602
1403;"Attention-Getting Artisanal Coordinating Belly chain";250;"Carroll Ltd";"Female";"Belly chain";602;"Just Because";"Pearls";3;"No";"Machine";"No";6933
1404;"Cool Cut-Out Ring";250;"Carroll Ltd";"Male";"Ring";3;"Apology";"White Gold";7;"No";"Machine";"Yes";9856
1405;"Smoky Sassy Pierced Hairpin";251;"Hahn Davis and Batz Group";"Male";"Hairpin";27;"Graduation";"Silk";18;"Yes";"Machine";"No";10144
1406;"Charming Suspended Snag-Free Locket";251;"Hahn Davis and Batz Group";"Male";"Locket";38;"Promotion";"Sapphires";5;"No";"Handmade";"Yes";5891
1407;"Stunning Sophisticated Multi-Faceted Locket";251;"Hahn Davis and Batz Group";"Female";"Locket";16;"Birthday";"Colored Gemstones";11;"No";"Handmade";"No";15628
1408;"Versatile Faceted Chunky Anklet";251;"Hahn Davis and Batz Group";"Male";"Anklet";137;"Just Because";"Aquamarines";3;"No";"Handmade";"Yes";12100
1409;"Nickel-Free Preppy Sexy Circlet";252;"Moore-Keeling and Co";"Male";"Circlet";587;"Wedding";"Colored Diamonds";15;"Yes";"Handmade";"No";1685
1410;"Floral Waterproof Innovative Pin";252;"Moore-Keeling and Co";"Female";"Pin";27;"Engagement";"Pearls";1;"No";"Handmade";"Yes";14077
1411;"Reflective Ornate Engineered Hairpin";252;"Moore-Keeling and Co";"Female";"Hairpin";23;"Engagement";"Titanium";14;"No";"Handmade";"Yes";17424
1412;"Ornate Antique Fine Bracelet";252;"Moore-Keeling and Co";"Female";"Bracelet";153;"Thank You";"Sterling Silver";7;"No";"Handmade";"No";18306
1413;"Hammered Professional Pin";253;"Schroeder-Bradtke LLC";"Male";"Pin";27;"Birthday";"Platinum";17;"Yes";"Handmade";"No";10072
1414;"Flattering Iridescent Belly chain";253;"Schroeder-Bradtke LLC";"Male";"Belly chain";583;"Promotion";"Crystal";20;"Yes";"Handmade";"Yes";8540
1415;"Colorful Sassy Belly chain";253;"Schroeder-Bradtke LLC";"Male";"Belly chain";543;"Promotion";"Silk";11;"No";"Handmade";"No";30458
1416;"Engineered Cute Hinged Earrings";253;"Schroeder-Bradtke LLC";"Male";"Earrings";10;"Anniversary";"Aquamarines";8;"No";"Machine";"No";14292
1417;"Scratch-Resistant Semi-Translucent Armlet";253;"Schroeder-Bradtke LLC";"Male";"Armlet";152;"Engagement";"Diamonds";17;"No";"Handmade";"Yes";19216
1418;"Reliable Carved Detailed Pin";253;"Schroeder-Bradtke LLC";"Male";"Pin";50;"Thank You";"Onyx";5;"No";"Machine";"No";13975
1419;"Vintage Minimalist Necklace";253;"Schroeder-Bradtke LLC";"Male";"Necklace";376;"Birthday";"Onyx";9;"Yes";"Handmade";"No";13785
1420;"Pierced Graceful Necklace";253;"Schroeder-Bradtke LLC";"Male";"Necklace";770;"Engagement";"Titanium";5;"Yes";"Machine";"Yes";5691
1421;"Set Exceptional Armlet";253;"Schroeder-Bradtke LLC";"Female";"Armlet";165;"Promotion";"Gold";9;"No";"Handmade";"No";14795
1422;"Innovative Crackled Locket";253;"Schroeder-Bradtke LLC";"Female";"Locket";28;"Apology";"Silk";11;"No";"Machine";"No";50138
1423;"Chunky Silver-Tone Circlet";254;"Roob LLC and Co";"Female";"Circlet";542;"Holiday";"Turquoise";20;"No";"Handmade";"No";16904
1424;"Platinum Rugged Vintage Pin";255;"Wisozk Ltd and Co";"Female";"Pin";14;"Baby Shower";"Sterling Silver";11;"No";"Handmade";"No";23969
1425;"Genuine Timeless Charm";255;"Wisozk Ltd and Co";"Female";"Charm";39;"Thank You";"Silk";2;"No";"Handmade";"Yes";32000
1426;"Gorgeous Flirty Charm";255;"Wisozk Ltd and Co";"Female";"Charm";30;"Anniversary";"Ruthenium";11;"No";"Handmade";"Yes";15527
1427;"Decorative Costume Necklace";255;"Wisozk Ltd and Co";"Female";"Necklace";514;"Wedding";"Gold";17;"No";"Handmade";"No";11611
1428;"Plated Sparkly Earrings";255;"Wisozk Ltd and Co";"Female";"Earrings";3;"Promotion";"Crystal";13;"Yes";"Handmade";"Yes";6739
1429;"Dangling Sparkly Reflective Pin";255;"Wisozk Ltd and Co";"Male";"Pin";48;"Surgery";"Tanzanites";3;"Yes";"Machine";"Yes";2446
1430;"Sexy Sale-Priced Radiant Locket";255;"Wisozk Ltd and Co";"Male";"Locket";49;"Apology";"Silk";8;"Yes";"Machine";"No";16228
1431;"Keepsake Hand-Carved Pendant";255;"Wisozk Ltd and Co";"Female";"Pendant";41;"Just Because";"Stainless Steel";14;"Yes";"Handmade";"Yes";14085
1432;"Etched Bejeweled Carved Watch";255;"Wisozk Ltd and Co";"Male";"Watch";40;"Birthday";"Platinum";6;"No";"Handmade";"Yes";22945
1433;"Wrapped Semi-Translucent Pendant";255;"Wisozk Ltd and Co";"Male";"Pendant";48;"Engagement";"Tanzanites";14;"No";"Handmade";"No";7470
1434;"Shimmering Sale-Priced Hairpin";256;"Huels-Reinger";"Female";"Hairpin";38;"Anniversary";"Colored Diamonds";15;"Yes";"Machine";"No";9533
1435;"Flattering Bold Brooch";257;"Collier and Emard and Co";"Male";"Brooch";21;"Graduation";"Onyx";19;"No";"Handmade";"No";5354
1436;"Floral Rough-Cut Hinged Hairpin";258;"Kuvalis Group Ltd";"Female";"Hairpin";37;"Thank You";"Colored Gemstones";8;"No";"Machine";"No";12395
1437;"Laser-Cut Durable Etched Armlet";258;"Kuvalis Group Ltd";"Male";"Armlet";187;"Promotion";"Platinum";6;"Yes";"Machine";"Yes";12405
1438;"Gold-Plated Embellished Amulet";258;"Kuvalis Group Ltd";"Male";"Amulet";19;"Wedding";"Ruthenium";5;"No";"Handmade";"Yes";8150
1439;"Crackled Precious Superior Cuff links";258;"Kuvalis Group Ltd";"Female";"Cuff links";30;"Holiday";"White Gold";16;"No";"Handmade";"No";19702
1440;"Rocker-Style Supportive Cuff links";258;"Kuvalis Group Ltd";"Male";"Cuff links";42;"Engagement";"Pearls";5;"No";"Machine";"No";15970
1441;"Premium-Grade Ornate Amulet";258;"Kuvalis Group Ltd";"Male";"Amulet";28;"Baby Shower";"Stainless Steel";16;"Yes";"Handmade";"Yes";7292
1442;"Carved Streamlined Comfy Bracelet";258;"Kuvalis Group Ltd";"Female";"Bracelet";150;"Anniversary";"Tanzanites";17;"Yes";"Machine";"No";5583
